APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
643771595,LI,647886,1955328/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643771643,LI,650676,120808/1,Callsign,SPCOND,The callsign must be encoded into the transmitter.,17
643771644,LI,650676,120808/1,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
643771645,LI,650676,120808/1,Repeater access,SPCOND,Access to the repeater station must be provided on an unrestricted basis to any licensee in the service.,R0
643771646,LI,650676,120808/1,Malfunction / interference,SPCOND,"In the event of a malfunction or interference being caused to other services, termination of transmissions must be promptly effected. Where access to the repeater is difficult, termination of transmissions must be achievable by remote switching.",R2
643771647,LI,650676,120808/1,Charges/continuous service/transmission restriction,SPCOND,1. The station must produce a continuous service. 2. No charges may be imposed by the licensee or their agent for the use of the repeater facility. 3. No transmission shall be made in the absence of a received signal. The transmitter must not be able to lock-on due to a malfunction.,R3
643771648,LI,650676,120808/1,Conditions applicable to amateur repeater stations,ADVNOTE,Conditions applicable to the operation of Amateur Repeater station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Amateur Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANQG
643771671,LI,643663,1463733/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643771672,LI,643663,1463733/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643771844,LI,643724,1465621/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643771845,LI,643724,1465621/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643771847,LI,844807,433505/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643771850,LI,844808,433507/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643771952,LI,647979,1957721/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643771996,LI,844882,433712/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643771997,LI,844883,433713/1,Conditions applicable to point to multipoint stations (Refer also ANFB2 PTMP Land Mob Spec),ADVNOTE,"Conditions applicable to the operation of Point to Multipoint station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFB
643771998,LI,844884,433714/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643772017,LI,651648,174481/1,Conditions applicable to amateur repeater stations,ADVNOTE,Conditions applicable to the operation of Amateur Repeater station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Amateur Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANQG
643772033,LI,643795,1481717/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643772034,LI,643795,1481717/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
