APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
638172996,LI,844956,433935/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638172997,LI,844957,433936/1,Conditions applicable to point to multipoint stations (Refer also ANFB2 PTMP Land Mob Spec),ADVNOTE,"Conditions applicable to the operation of Point to Multipoint station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFB
638173458,LI,853591,1982131/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638173459,LI,853592,1982132/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638173466,LI,639337,479658/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
638173467,LI,639337,479658/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638173477,LI,853598,1982138/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638173478,LI,853599,1982139/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638173485,LI,853600,1982140/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638173610,LI,809857,102046/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
638173611,LI,809857,102046/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638173619,LI,809859,110389/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638173624,LI,809862,115604/1,Conditions applicable to ambulatory system stations,ADVNOTE,Conditions applicable to the operation of Ambulatory System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLG
638173625,LI,809863,115612/1,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
638173626,LI,809863,115612/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638173630,LI,809866,154063/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638173632,LI,809868,166597/1,Emergency or stand-by operation,SPCOND,The station shall be operated under the direction and control of the parent station licensee and then only during maintenance of the main installation or when the main installation is out of order or rendered inoperative or when the main installation is not being staffed.,22
